Id,Husb,Wife,Children
F504984,I514730,I514731,I528080|I507850|I528079|I528078
F504985,I514732,I514733,I514734|I507654
F504986,"",I514733,I514735
F504987,I509803,I514736,I514737
F504988,I515071,I514729,I515197|I517276|I519614|I520204
F504989,"",I514739,I514740
F504991,I514744,I514745,I514748
F504992,I514746,I514747,I514745
F504993,I514749,I515053,I507396
F504994,I514753,I514752,I515116|I519656|I527812|I520452|I514754|I515112|I520084|I514768|I514792
F504997,"",I510840,I514760
F504998,"",I503088,I517498|I514777|I507269
F504999,I514782,"",I507300
F505000,I514783,I514784,I514785
F505001,I514793,I514794,I514753|I522332
F505002,I514796,I514797,I520223|I514798
F505003,I516608,I514799,""
F505005,I514803,I514802,I514806
F505006,I514804,I514805,I514803
F505007,I514817,I514818,I514527
F505008,I514819,I514820,I514821
F505009,I514822,"",I514820
F505011,I514824,I514825,I514354
F505015,I514833,I514834,I507443|I514835|I508098|I508064
F505016,I514836,I523427,I512377|I503884|I523426
F505017,I514837,I514838,I513380|I514841|I514867|I514974|I514882
F505018,I514839,I514840,I502446|I514854|I514837|I502543
F505019,I514842,I514843,I508253|I520527|I514838
F505021,I514845,I514846,I515330|I511204|I507479|I515328|I515327|I515329
F505022,I514848,I514849,I514850|I514970|I514881|I514293|I525069
F505023,I514852,I514851,I523744|I514853|I535796
F505024,I514855,I514854,I515375|I517863|I517891|I519631|I514858
F505025,I514856,I514857,I514855|I517861
F505026,I514859,I514860,I507185
F505027,I515243,I503976,""
F505028,I514865,I514866,I508165|I527174
F505031,I514875,I514876,I511233
F505032,I514877,I514878,I514363
F505034,I507244,I514889,I515403|I514890
F505035,I514891,I514892,I514893
F505036,I514897,I514898,I503487|I515008|I520489
F505037,I514902,I514903,I507377|I515638
F505038,I514904,I514905,I507376|I519385|I514909
F505039,I514909,I514910,I514911|I525034
F505040,"",I502594,I502099
F505041,I514914,I514915,I502594
F505042,I514918,I514919,I504340
F505043,I514921,"",I507420
F505044,I514922,I514923,I505439|I514926|I525074|I516623|I516981
F505045,I514924,I515253,I514923
F505046,I514928,I514929,I503841
F505047,I514931,I514932,I503842
F505048,I514933,I514934,I514260|I514948
F505049,I514935,I514936,I514259
F505050,I514938,"",I512318
F505051,I501707,I514940,""
F505052,I514941,I514942,I523007|I511213
F505053,I514943,I514944,I507409
F505054,I514945,I514946,I510938
F505055,I514948,I514949,I514950|I515461
F505056,I511906,I514951,I514952
F505057,I514953,I515481,I514951
F505059,I514961,I514962,I534142|I514963|I535018
F505061,I514966,I514967,I533993|I517763|I517346|I506889
F505062,I514968,I514969,I514506
F505064,I514978,I514977,I514979
F505065,I514980,I514981,I515462|I514982|I520205
F505067,I508152,I514985,I514988
F505069,I514990,I514989,I533977|I514993|I533727|I517348|I524503
F505070,I514991,I514992,I514990
F505071,I514996,I514995,I514999
F505072,I514997,I514998,I514996
F505073,I511184,I515001,I515002
F505074,I515003,I515004,I503965
F505075,I515005,I515006,I507271
F505076,I513571,I515010,I515011
F505077,"",I515018,I515019
F505078,I515020,I515021,I503710
F505079,I515022,I515023,I514420|I520304|I515024|I532082
F505080,I515024,I515025,""
F505081,I515026,I515027,I503061
F505083,I515031,I515030,""
F505084,I502489,I515032,I514462
F505085,I515033,I502490,""
F505086,I508309,I515034,I515535|I511061|I525122|I505242|I534614
F505088,I515036,I514553,""
F505089,I514856,I515037,""
F505090,I501434,I515038,I515286|I501436|I501010|I512241|I525083|I501709|I501781|I501614
F505091,I507982,I515039,I515245
F505092,I503884,I515041,I520432
F505093,I514299,I515042,I514298
F505094,I515043,I503788,""
F505095,I507363,I515044,""
F505096,I515045,I515044,""
F505097,I514311,I515046,""
F505098,I515047,I515048,""
F505099,I515049,I515048,""
F505100,I515049,I515050,""
F505101,I515051,I515052,I519635
F505102,I507396,I515054,I514750|I515129|I535384
F505103,I515055,I515056,I515054|I520363|I519379|I520387|I517888|I520407|I515595
F505104,I512140,I515057,I515058
F505105,I515058,I515059,I520036|I520475
F505106,I515060,I515061,I515059|I528567|I528568|I528569
F505107,I537193,I524729,I538255|I523861|I537375|I538049|I538260|I538053|I538265|I538063|I538274|I538280
F505108,I515065,I514491,""
F505109,I515067,I515066,""
F505110,I515070,I515069,I520082
F505111,I515398,I514729,I517916|I520431|I520446
F505112,I515073,I515074,""
F505113,I515075,I514627,I517467|I527818|I517190
F505114,I515076,I515077,I515075
F505115,I515079,I515078,I515082|I515083|I515084|I515085|I515086
F505116,I515080,I515081,I515079
F505117,I514804,I514635,""
F505118,I515087,I515088,I514804
F505119,I515089,I514598,I515231|I527823|I517050
F505120,I514344,I515090,""
F505121,I515091,I515092,I527584|I520256|I515090
F505123,I515094,I515095,I516612
F505124,I515096,I515090,""
F505125,I515097,I515098,I517785|I517789|I523619|I515096|I517842|I515399|I515431|I517869
F505126,I515099,I515100,I515074|I515625|I515103|I515101|I515104|I515105|I515106
F505127,I515102,I515101,""
F505128,I515107,I515108,I515102
F505129,I515109,I514727,I528238|I517054|I517284|I533884|I517712|I533710|I517437
F505130,I515110,I515111,I515109
F505131,I515113,I515112,I534851|I534815
F505132,I515114,I515115,I515113
F505133,I515117,I515116,""
F505134,I511945,I515118,I515117
F505135,I515119,I515307,I510552|I515309|I515308|I515310|I515313|I515311|I515312|I511945|I536789
F505136,I502498,I514752,""
F505137,I515120,I514764,I524462
F505138,I515121,I515122,I515120
F505139,I515123,I515124,I517035|I517166|I517292|I533953
F505140,I515125,I515126,I515124|I534222
F505141,I514683,I515128,""
F505142,I515130,I515129,I517184|I517714|I533712|I517508|I523761|I519580
F505143,I515131,I515132,I515633|I515634|I515130
F505144,I515133,I514765,I517671|I533736
F505145,I515134,I515135,I515133
F505146,I515105,I515136,I533883|I517713|I517735|I517427|I517326|I534637|I527445
F505147,I515137,I515138,I515613|I515629|I520468|I515136|I517319|I534634
F505148,I515139,I514775,I517670|I517728|I517404|I523757|I524150
F505149,I514768,I515140,I517711|I533722
F505150,I515141,I515142,I515140|I517755
F505151,I514658,I515143,""
F505152,I515144,I515145,I525056|I515143|I527580
F505153,I515147,I515146,""
F505154,I515148,I515149,I515147
F505155,I515127,I515150,I517407|I519587
F505156,I515151,I515152,I515150
F505157,I510910,I515153,""
F505158,I515154,I515153,""
F505159,I515155,I515156,I515153
F505160,I515158,I515157,""
F505161,I515159,I514586,""
F505162,I515160,I514586,""
F505163,I515161,I515162,I515160
F505164,I515163,I514792,I517510|I534632|I519579
F505165,I515164,I515165,I517051|I517286|I520149|I515465|I515163
F505166,I515166,I515128,""
F505167,I515168,I515169,I536738|I515128|I517719|I517471|I521918
F505168,I515170,I515167,""
F505169,I515171,I515172,I517681|I515170
F505170,I514776,I515173,I517516|I517517
F505171,I515174,I515175,I515173
F505172,I515176,I514800,I517515|I524146|I516607
F505173,I515177,I515178,I517912|I515203|I519611|I517245|I519517|I515184|I525057|I515176
F505174,I514267,I515179,I517312|I523766|I527546
F505175,I515180,I515181,I524307|I519515|I517668|I515179|I537446
F505176,I515182,I515183,I511024
F505177,I515185,I515184,I523763
F505178,I515186,I515187,I515185
F505180,I514776,I515188,I534602|I516604|I533611
F505182,I515192,I515191,I527065
F505183,I515193,I515194,I519770|I515192|I525617
F505184,I515196,I515195,I534599|I517213
F505185,I515197,I515198,I524152|I516605|I524235|I527552|I524511
F505186,I515199,I515200,I527892|I527569|I527664|I515198|I516818|I517034|I517189|I533871|I533909|I517683|I517732|I533724|I517509|I517329
F505187,I515201,I515202,I510651
F505188,I515204,I515203,I519612|I516948|I517175|I533882|I517730
F505189,I515205,I515203,I517210|I524242
F505190,I514771,I515206,""
F505191,I515207,I515208,I515206
F505192,I515133,I515209,""
F505193,I515210,I515211,I515209
F505194,I515213,I515212,I527548
F505195,I515214,I515215,I515216|I515217|I515218|I515213|I515219|I515220|I515221|I515222|I515223
F505196,I515224,I515225,I515215|I515226
F505197,I515228,I515227,I527551
F505198,I515229,I515230,I515228
F505199,I515232,I515231,I527550
F505200,I515233,I515234,I533907|I515232|I516814|I517049|I517174
F505201,I515236,I515235,I520150
F505202,I515237,I515238,I512422|I507328|I515236
F505203,I515239,I515240,I523100|I523475
F505204,I515241,I515242,I529065|I515240
F505206,I515247,I515246,I525027|I527594
F505207,I515248,I515249,I515247
F505208,I515250,I512424,""
F505209,I515251,I515252,I515250
F505210,I515254,I515255,I510963|I514922
F505211,I515257,I515256,""
F505212,I515258,I515259,I515257
F505213,I515260,I515261,I511958|I515262|I515263|I515264|I512188|I515266
F505214,I515269,I523663,I523664|I512219|I523665|I512063|I523666
F505215,I515273,I515274,I512086|I515275|I519764|I519760|I514208
F505216,I515276,I515277,I515280|I515278|I501435|I515279
F505217,I515281,I530245,I511782|I531584|I531582|I531583
F505218,I515287,I515288,I514494|I501716|I503497
F505220,I515292,I515293,I502510
F505222,I515295,I515296,I512405|I509334|I517066|I520423
F505223,I515297,I520510,I503733|I506419|I520509
F505224,I515298,I515299,I502057|I515300
F505225,I515301,I515302,I502517|I515303|I515304
F505226,I515314,I515315,I515292|I515316
F505227,"",I515317,I503121
F505228,I515320,I515321,I510727|I515322|I515323|I515324|I515325|I515326
F505229,I515334,I515335,I515336|I515337|I503443|I515338|I523699|I515340|I503886
F505230,I515338,I515339,I517896|I507195|I519630|I514830
F505231,I515346,I512280,I516908|I516952|I511234|I512283
F505232,I515347,I515348,I515352|I515349|I514553|I515351
F505233,I507954,I515359,I533869|I507362|I507204|I507412
F505235,I515360,I515361,I515364|I515365|I515366|I515367|I505827|I515368|I515371|I515370|I515369
F505236,I515362,I515363,I515360
F505237,I515067,I515372,I515470
F505238,I515373,I515374,I515067
F505239,I515375,I515376,""
F505240,I515377,I515378,I515376
F505241,I503741,I515379,I515380
F505242,I515381,I515380,""
F505243,I515382,I515383,I519254|I520209|I519633|I515381
F505244,I515385,I515384,I514886
F505246,I515387,I512422,""
F505247,I515387,I515388,""
F505248,I515389,I515390,I515387
F505249,I515391,I515392,I512032
F505250,I512032,I515393,I519521
F505251,I515394,I515395,I520314|I520316|I517776|I517783|I517784|I517793|I515393|I517795|I517797|I517812|I517824|I517839
F505252,I515396,I515397,I515070
F505254,I515400,I515399,""
F505255,I515401,I515402,I515400
F505256,I515403,I515404,""
F505257,I515405,I515406,I515404
F505258,I515408,I515407,""
F505259,I515409,I515410,I515408|I536781
F505260,I515412,I515411,I525055
F505261,I515413,I515414,I515412|I520156
F505262,I515412,I515415,I515615|I517293|I527915
F505267,I515423,I515422,""
F505268,I515424,I515425,I508225
F505269,I508225,I515426,""
F505270,I515428,I515427,""
F505271,I515429,I515430,I515428
F505272,I515432,I515433,""
F505273,I515434,I515433,""
F505274,I515435,I515436,I507948
F505275,I503470,I515437,I503070|I503954
F505277,I515441,I515442,I510990
F505278,I515443,I515444,I510991|I519494|I515630
F505279,I515445,I507950,""
F505280,I515446,I515447,I515445
F505281,I515448,I515449,I510832|I527657
F505282,I515450,I515451,I507951
F505283,I514837,I515453,""
F505284,I515454,I515453,""
F505285,"",I503976,I514862
F505286,I503647,I515455,""
F505287,I515456,I515457,I508085
F505288,I515421,I506417,""
F505289,I506418,I515420,""
F505291,I515466,I515467,I515164
F505292,I515468,I515469,I515165
F505293,I515471,I515470,I515472
F505294,I515473,I515474,I515471|I517881|I523378|I515628
F505295,I515475,I515476,I517772|I517782|I517787|I517796|I515178
F505296,I507537,I512422,I507992|I508272|I516953|I507536|I514815|I517063|I515460
F505300,I515486,I515431,I517002|I520177|I517332|I517221|I523823|I519589|I527891
F505301,I515096,I515487,I525086
F505302,I515488,I515489,I515487
F505303,I515490,I515491,I514331
F505304,I515492,I515493,""
F505305,I515494,I515495,I515493
F505306,I515496,I515497,I514255|I516900
F505307,I515498,I515499,I516610|I523826|I517206
F505308,I515500,I515501,I515499|I517123
F505309,I515502,I515503,I515126
F505310,I515504,I515126,I525087|I538270|I538277|I538283|I538981|I538285|I516823|I520257|I538299|I533735
F505311,I515505,I515506,I515504
F505312,I515507,I515508,I515509|I502111|I527649|I519464
F505313,I515510,I515509,I513323|I527894|I516996
F505314,I515511,I515512,I515510
F505315,I515513,I507970,I527694
F505316,I515514,I515515,I515513
F505317,I515517,I515518,I507273
F505318,I515519,I515520,I512251|I527797
F505319,I515521,I515522,I507327
F505320,I515524,I515523,I523783|I534041|I527620|I527977|I517000|I517300|I517524
F505321,I515525,I515526,I515524
F505322,I507343,I515528,I514851|I527887
F505323,I515529,I515530,I517715|I527574
F505324,I515531,I515532,I515530
F505325,I515533,I515534,I511062
F505326,I515535,I515536,""
F505327,I515537,I515538,I515536
F505328,I514269,I515540,I515539
F505329,I515539,I515541,""
F505330,I515542,I515543,I520361|I517858|I515541
F505331,I515545,I507992,I534045|I527527|I527593|I517196
F505332,I515546,I515547,I515545
F505333,I515549,I515548,""
F505334,I515550,I515551,I515549
F505335,I515553,I515552,I534032|I517220|I516836|I517183|I533920|I515556|I517440|I517331|I534633
F505336,I515554,I515555,I515632|I515553|I516943|I517124
F505339,I515559,I515560,I524554|I527867|I516886|I517230|I533708|I517705
F505340,I515561,I515562,I515560
F505341,I515563,I515564,I515204|I520456|I520167|I520168|I520178|I517680
F505342,I515204,I515565,I517258|I527673
F505343,I515566,I515567,I515565
F505344,I515568,I515569,I512311|I528842
F505345,I515571,I515570,I504185|I507509|I527863|I527981|I516869|I517205|I512303|I511152|I510882
F505347,I515574,I510931,""
F505348,I515575,I515576,I515574
F505349,I515579,I515580,I515581
F505350,I515582,I515583,I515200
F505351,"",I515541,I515584|I525060
F505352,I515585,I515586,I520198|I513454|I525058|I523827
F505353,I515588,I515589,I512434
F505354,I515137,I515598,I515599
F505355,I515601,I515284,I515602
F505356,I515603,I515604,I538411|I538415|I517773|I515138|I538229|I538233|I538236|I519409|I517860
F505357,I515605,I515606,I511569|I525070
F505358,I515607,I515608,I515605
F505360,I515610,I515611,I515052
F505361,I515616,I515617,I512323|I517852|I517859
F505362,I515618,I515619,I517814|I520352|I512324|I520356|I520360|I520369|I517870
F505363,I515620,I515621,I513598
F505364,I515622,I515532,""
F505365,I515627,"",I515473
F505366,I515631,"",I515443
F505367,I515636,I515637,I505571
F505368,I515639,I515638,""
F505369,I515640,I515641,I515639
F505370,I515643,I515644,""
F505371,I515645,I515660,I515759|I515715|I515644|I515659
F505372,I515646,I515647,I515675|I510388
F505373,I515648,"",I510367|I515647
F505374,I515650,I515649,I515672|I515687|I515740|I515771|I515818|I515835|I515886|I515963
F505375,I515651,I515695,I515847|I516397|I515830|I515650|I515697
F505377,I515654,I515655,I515656|I510413
F505379,I515659,I515661,I516328|I515713|I515780|I515815|I515837
F505380,I515662,I515663,I515682|I515728
F505381,I515664,I515665,I515663|I516201|I515806|I515833|I515875
F505382,I515667,I515668,I515666|I510323
F505383,I515656,I515652,I515657
F505384,I515656,I515669,I515678|I515681|I515686|I515701|I515822
F505385,I515670,I515671,I515669
F505386,I515676,I515675,I515677|I516382|I515739
F505387,I515679,I515657,I515680|I515727|I515788|I515842|I515960
F505388,I510413,I515683,I516154|I515684|I515807
F505389,I515685,I515703,I515702|I516585|I515683|I516441
F505392,"",I510392,I510396
F505393,I515691,I515690,I516447|I515746
F505394,I515692,I515693,I515934|I515691|I516661|I516741
F505395,I515694,"",I515693
F505396,I515696,I516552,I515695|I516551
F505397,I515697,I515698,I515782|I515817|I515908
F505398,I515699,I515700,I515698|I516302|I516169|I516211|I516244|I516323|I515711
F505399,I515704,I515702,I515705|I516156
F505400,I515706,I515705,I515839|I515893|I515962
F505401,I515707,I515708,I516252|I516181|I515867|I516013|I515706|I515761
F505402,I515709,"",I515708
F505403,I515710,I516311,I515700|I516764|I516683|I516312
F505404,I515712,I515717,I515661|I516494|I515789|I515719|I515827|I516303|I516193|I515777|I515731
F505405,I515714,"",I515660
F505406,I515715,I515716,I515730|I515748|I515805|I515785|I515953
F505407,I515718,I516684,I515717|I516313
F505408,I515720,I515719,I515747|I515786|I515880|I515952
F505409,I515721,I515722,I515720
F505410,I515723,I515724,I516249|I515795|I515716|I515791|I516180|I516168
F505412,I515729,I515744,I510427|I515743|I515809
F505413,I515732,I515733,I516376|I510450|I515783
F505414,I515734,I516016,I515733|I515958|I516018
F505415,I515735,I515736,I515742|I516139|I510425|I515776|I516373|I515738|I515784|I515881
F505416,I515737,"",I515736
F505417,I515743,I515742,I515900
F505418,I515745,"",I515744
F505419,I515749,I510429,""
F505420,I515750,I515751,I516334|I515794|I515766|I515749|I516342|I516254
F505421,I515752,"",I515751
F505422,I515753,I515754,I516209|I516143|I510430
F505423,I515755,I515756,I515712
F505424,I515757,"",I515756
F505425,I515712,I515758,""
F505426,"",I515759,I515758
F505428,I515761,I515762,I515821|I515844|I515939|I516008
F505429,I515763,I515764,I516403|I515762
F505430,I515765,I516218,I515978|I515764|I516589|I516594|I516217|I516298
F505431,I515767,I515768,I515769|I515816|I515885|I515968
F505432,I515770,I515974,I515768|I515973
F505433,I515772,I515773,I515699|I515920|I516221
F505434,I515774,"",I515773
F505435,I515699,I515775,I515787
F505436,"",I515778,I515775
F505437,"",I515779,I515778
F505438,I515789,I515790,I515832|I515834|I515903
F505439,I515792,I515791,I515819|I515951
F505440,I515793,I515794,I515792
F505441,I515795,I515796,I515955
F505442,I515797,I515798,I516314|I516146|I515796|I515991|I516153
F505443,I515799,I515801,I515802|I515800
F505444,I515809,I515810,I515820
F505445,I515811,I515812,I516004|I515810|I516516|I515823|I515848|I516432
F505446,I515813,"",I515812
F505447,I515824,I515823,""
F505448,I515825,I515826,I515824|I516435|I516231|I516305|I515874
F505449,I515828,I515827,I515836|I515901|I515950|I516030
F505450,I515829,I515830,I515828
F505452,I515840,I516130,I516419|I510416|I516131|I516207|I516358
F505453,I515845,"",I516580|I510341|I510325
F505454,I515846,I515847,""
F505455,I515848,I515849,I515894|I515961|I516024
F505456,I515850,I515851,I515849|I516133|I516155|I516208|I516262|I516307|I516440
F505457,I515852,"",I515851
F505458,I515809,I515853,I515879|I515938
F505459,I515854,I515855,I515853|I516762|I516438
F505460,I515856,I516140,I516141|I516163|I516329
F505462,I515707,I515859,""
F505463,I515860,I515861,I515707
F505464,I515862,"",I515861
F505465,I515863,I515864,I515859
F505466,I515865,"",I515864
F505467,I515866,I515864,""
F505468,I515867,I515868,""
F505469,I515869,I515870,I516159|I516278|I515868|I515876|I516150|I516233
F505470,I515871,"",I515870
F505471,I515873,"",I515826
F505472,I515877,I515876,I515878
F505473,I515829,I515882,I516798|I516374|I515884|I516029
F505474,I515883,"",I515882
F505475,I515889,I515887,I516381|I516524
F505476,I515896,I515895,I515897
F505477,I515664,I515898,I515899|I516012
F505478,I515902,I515979,I516546|I515790|I515980|I515985|I516177|I516214
F505479,I515905,I515904,I516172|I516216|I516295|I516383|I515906
F505480,I515907,I516174,I515904|I515983|I516173
F505481,I515909,I515758,I515936
F505482,I515910,I515911,I516414|I515909
F505483,I515912,"",I515911
F505484,I510407,I515913,I516162|I515914
F505485,I515915,I516354,I515913|I515941|I515940
F505486,I515916,I515914,""
F505487,I515917,I515918,I515679|I515957|I515916
F505488,I515919,"",I515918
F505489,"",I515920,I516500|I515921
F505490,I515763,I515922,I515924
F505491,I515923,"",I515922
F505492,I515925,I515924,I516007
F505493,I515926,I515927,I515925|I516439|I516009
F505494,I515928,I516183,I515927|I516543|I516424
F505495,I515666,I515930,I510333|I510344|I510368|I515726|I515808|I515838|I515929
F505496,I515931,"",I515930
F505497,"",I515932,I510321
F505498,I515933,"",I515754
F505499,"",I515940,I515942
F505500,I515943,I515944,I515825|I515850|I516722|I516429|I516186
F505501,I515945,"",I515944
F505502,I515850,I515946,I515956|I516020
F505503,I515947,I515948,I515946|I516688|I516263
F505504,I515949,"",I515948
F505505,I515715,I515954,""
F505506,I515958,I515957,I516448|I515959
F505507,I515763,I515965,I515964|I515803
F505508,I515966,I515964,I515967
F505509,I515969,I515970,I516197|I516324|I516469|I515972
F505510,I515971,"",I515970
F505511,I515975,"",I515974
F505512,I515976,I515973,""
F505513,I515977,I515978,I515976|I516679|I516171
F505514,I515981,I515980,""
F505515,I515982,I515983,I515981|I516176|I516287|I516468|I516536
F505517,I515986,I516559,I515979|I516561
F505518,I515987,I515985,""
F505519,I515988,I515989,I516489|I515987|I516190
F505520,I515990,"",I515989
F505521,I515992,"",I515798
F505522,I515991,I515993,""
F505523,I515994,I515995,I516282|I516213|I516003|I516202|I515993|I516434|I516508
F505524,I515996,I516185,I515995
F505525,I515976,I515997,I516363|I516364|I516479|I515998
F505526,I515666,I515999,""
F505527,I516000,I516001,I515999
F505528,I516002,"",I515668
F505529,I516005,I516004,I516132|I516690|I516006|I516310|I516362|I516512
F505530,I516003,I516006,""
F505531,"",I516009,I516010
F505532,"",I516011,I515898
F505533,I516014,I516013,I516436|I516510|I516015
F505534,I516017,"",I516016
F505535,I516275,I516018,I516019
F505536,"",I515876,I516023
F505537,I515921,I516025,I516026
F505538,I516027,I516028,I516235|I516025|I516327|I516526
F505541,"",I516031,I509034
F505542,I516034,I508526,""
F505543,I516035,I516037,""
F505544,I516044,"",I509175|I508938
F505545,I516045,I516046,I516047
F505546,I516053,I516054,I516055
F505547,I516058,I516059,I509305|I516066
F505548,I516069,"",I508817
F505549,I516070,"",I508730
F505550,I516073,I516074,""
F505551,I516076,I516066,""
F505552,I516077,I516078,I509599|I520781
F505554,I516077,I502756,""
F505555,I516087,I516099,I516098|I516100|I509644|I516106
F505556,I516088,I516089,I509682|I516090
F505557,I516090,I516091,""
F505558,I516092,I516093,I509714
F505559,"",I516096,I508988
F505560,I516100,I516102,I516101
F505561,I516107,"",I509184
F505562,I509699,I516109,I509313
F505565,I508948,I502877,I516116
F505566,I516117,I509292,I502803
F505567,I516118,I516119,I508336
F505568,I516120,I510206,""
F505570,I509295,I510285,""
F505571,I516124,I516125,""
F505572,I516126,I516127,I516125
F505573,I516129,I516128,""
F505574,I516134,I516135,I515793|I516136
F505575,I516136,I516137,I516138
F505576,I516142,I516184,I515943
F505577,I516143,I516144,I516189|I516224
F505578,I516145,"",I516144
F505579,I516147,I516146,""
F505580,I516148,I516149,I516243|I516318|I516523
F505582,I516151,I515974,""
F505583,I516157,"",I515954
F505584,I516158,I516191,I515965|I516192|I516320
F505585,I516159,I516160,I516200|I516234|I516514
F505586,I516161,I516490,I516492|I516160|I516530|I516533
F505587,I515712,I516164,I516166|I516236|I516321|I516470
F505588,I516165,"",I516164
F505589,I516167,I516270,I515724|I516336|I516271
F505591,I516179,I516178,I515676
F505592,I516212,I516182,I515811
F505593,I516187,I516186,I516188|I516232|I516306|I516445
F505594,I516148,I516194,I516196
F505595,I516195,"",I516194
F505596,I516198,I515794,I516215
F505597,I516199,"",I516198
F505598,I515691,I516203,I516204|I516304
F505599,I516205,"",I516203
F505600,I516206,"",I516130
F505601,I516210,I516209,""
F505602,I516217,I516219,I516775|I516375
F505603,I516220,"",I516219
F505604,I516222,I516221,I516241|I516322|I516372
F505605,I516223,I516654,I516222|I516676
F505606,I516225,I516228,I516227|I516670
F505607,I516227,I516229,""
F505608,I516238,I516239,I516398|I516261|I516237
F505609,I516240,"",I516239
F505610,I516242,"",I516149
F505611,I515977,I516245,I516247|I516460
F505613,I516248,I516245,""
F505614,I516249,I516250,I516286|I516325
F505615,I516251,I516352,I516250
F505616,I516252,I516253,I516308|I516507
F505617,I516254,I516255,I516291|I516384
F505618,I516256,"",I516255
F505619,I516258,I516257,I516667
F505620,I516259,I516257,""
F505621,I516259,I516260,""
F505622,I516264,I515810,I516446
F505623,I516265,I516266,I516587|I516264
F505624,I516268,I516269,I516014
F505625,I516272,I516271,I516309|I516513
F505626,I516273,I516274,I516272
F505627,I516276,I516277,I516275|I516748
F505628,I516279,I516278,I516450
F505629,I516280,I516281,I516279
F505630,I515829,I516284,I516283
F505631,I516285,"",I516284
F505632,I516280,I516288,I516668|I516715|I516290|I516326|I516528
F505633,I516289,"",I516288
F505634,I516292,I516353,I515732|I516392|I516692|I516293|I516582|I516377|I516801
F505635,"",I516293,I516351|I516294|I516370
F505636,I516296,I516297,I515997|I516567|I516355
F505637,I516298,I516299,I516331|I516529
F505638,I516300,I516301,I516387|I516299|I516711
F505639,I516312,I516313,I516522
F505640,I516315,I516314,I516461|I516525
F505641,I516316,I516317,I516583|I516315
F505642,I516319,"",I516191
F505643,I515856,I516330,I516548|I515855
F505644,I516332,I516333,I516480|I516365|I515889
F505645,I516334,I516335,I515767|I516569
F505646,I516336,I516337,""
F505647,I516338,I516339,I516337
F505648,I516340,I516341,I510407
F505649,I516343,I516342,I516380
F505650,I516344,I516345,I516343|I516680
F505651,I516346,I516347,I516385
F505652,I516348,I516349,I516347|I516718|I516717|I516671|I516714
F505653,I516350,"",I516349
F505654,I516356,I516181,I516721|I516357|I516515
F505655,I515896,I516359,I516361|I516433|I516511
F505656,I516360,"",I516359
F505657,I516365,I516366,I516699|I516771|I516368
F505658,I516367,"",I516366
F505659,I516378,I516377,I516379
F505660,I516386,"",I516301
F505661,I516388,I516387,I516472
F505662,I516389,I516390,I516388|I516495|I516534|I516577
F505663,I516391,"",I516390
F505664,I516393,I516392,I516394
F505665,I516394,I516395,""
F505666,I516396,I516397,I516395
F505667,I516398,I516399,I516449
F505668,I516400,I516401,I516399
F505669,I516402,"",I516401
F505670,I516404,I516403,I516471
F505671,I516405,I516406,I516404
F505672,I516407,"",I516406
F505673,I516408,I516409,I515915
F505674,I515915,I516410,I516455
F505675,I516411,I516410,I516691
F505676,I516412,I516413,I516410
F505677,I516414,I516415,""
F505678,I516416,I516417,I516415
F505679,I516414,I516418,""
F505680,I516420,I516419,""
F505681,I516421,I516422,I516420
F505682,I516423,"",I516183
F505683,I516424,I516425,I516509
F505684,I516426,I516427,I516425|I516602|I516689|I516763
F505685,I516428,"",I516427
F505686,I516429,I516430,""
F505687,I516431,I516432,I516785|I516430|I516797|I516660|I516783|I516444
F505688,"",I516437,I515947
F505689,I516442,I516441,I516588|I516443
F505690,I516453,I516451,I516454
F505691,I516456,"",I515801
F505692,I516396,I516457,I516592|I516664|I516459
F505693,I516458,"",I516457
F505694,I516462,I516463,I516464
F505695,I516464,I516465,I516774|I516467
F505696,I516466,"",I516465
F505697,I516473,I516474,I515994|I516475
F505698,I516475,I516476,I516710|I516730|I516505|I516478
F505699,I516477,"",I516476
F505700,I516480,I516481,""
F505701,I516480,I516482,""
F505702,I516483,I516484,I516481|I516486|I516493
F505703,I516485,"",I516484
F505704,I516487,I516486,I516745|I516488
F505705,I516491,"",I516490
F505706,I516492,I516489,I516527
F505707,I516493,I516494,""
F505708,I516496,I516495,""
F505709,I516497,I516498,I516496
F505710,I516499,"",I516498
F505711,I516501,I516500,""
F505712,I516502,I516503,I516501
F505713,I516504,"",I516503
F505714,I516506,I516767,I516229|I516769
F505715,I516517,I516516,""
F505716,I516518,I516519,I516517|I516537|I516593|I516698|I516521
F505717,I516520,I516795,I516519
F505718,I516530,I516531,I516779|I516532
F505719,I516534,I516533,I516731|I516535
F505720,I516538,I516537,""
F505721,I516539,I516540,I516538|I516542
F505722,I516541,"",I516540
F505723,I516544,I516543,I516545|I516709
F505724,I516542,I516545,""
F505725,I516547,I516546,""
F505726,I516548,I516549,I516547
F505727,I516550,"",I516549
F505728,I516553,I516551,I516554|I516599
F505729,I516554,I516555,""
F505730,I516556,I516557,I516555
F505731,I516558,"",I516557
F505732,I516560,"",I516559
F505733,I516562,I516561,""
F505734,I516562,I516563,""
F505735,I516564,I516565,I516562
F505736,I516566,I516653,I516297|I516652|I516590|I516738
F505737,I516568,"",I516335
F505738,I516567,I516569,""
F505739,I516570,I516571,I515896
F505740,I516572,"",I516571
F505741,I515896,I516573,""
F505742,I516574,I516575,I516573
F505743,I516576,"",I516575
F505744,I516577,I516578,""
F505745,I516579,I516580,I516659|I516597|I516578
